,Pick,Teams,Draft Year,Player,Games Played,TotalMinPlayed,TotalPointsScored,TotalRebounds,TotalAssist,FieldGoal_%,3point_% ,FreeThrow_%,Win Shares,Win_sharesPer48mins,BoxPlus-Minus,ValueOverReplacementPlayer,AveMinPerGame,AvePointsPerGame,AveReboundPerGame,AveAssistPerGame
924,17,IND,2006,Shawne Williams,314.0,5368.0,1769.0,945.0,220.0,0.403,0.339,0.755,6.7,0.06,0.0,0.0,17.1,5.6,3.0,0.7
925,18,WAS,2006,Oleksiy Pecherov,111.0,1044.0,438.0,266.0,20.0,0.386,0.29,0.793,0.5,0.025,0.0,0.0,9.4,3.9,2.4,0.2
926,19,SAC,2006,Quincy Douby,143.0,1535.0,588.0,152.0,93.0,0.389,0.312,0.884,0.0,0.0,0.0,0.0,10.7,4.1,1.1,0.7
927,20,NYK,2006,Renaldo Balkman,221.0,3064.0,894.0,769.0,132.0,0.51,0.172,0.542,7.2,0.113,0.1,1.6,13.9,4.0,3.5,0.6
928,21,PHO,2006,Rajon Rondo,949.0,28440.0,9299.0,4335.0,7542.0,0.456,0.323,0.612,61.5,0.104,1.2,23.2,30.0,9.8,4.6,7.9
929,22,BRK,2006,Marcus Williams,203.0,3095.0,1128.0,361.0,574.0,0.386,0.321,0.767,0.0,0.0,0.0,0.0,15.2,5.6,1.8,2.8
930,23,BRK,2006,Josh Boone,256.0,4482.0,1340.0,1258.0,125.0,0.544,0.0,0.445,9.1,0.097,0.0,0.0,17.5,5.2,4.9,0.5
931,24,MEM,2006,Kyle Lowry,1006.0,32057.0,14882.0,4403.0,6359.0,0.424,0.367,0.813,102.5,0.154,3.1,41.1,31.9,14.8,4.4,6.3
932,25,CLE,2006,Shannon Brown,408.0,7329.0,3118.0,760.0,458.0,0.42,0.332,0.807,9.2,0.06,0.0,1.0,18.0,7.6,1.9,1.1
933,26,LAL,2006,Jordan Farmar,504.0,9840.0,3888.0,958.0,1453.0,0.423,0.374,0.739,13.9,0.068,0.0,3.7,19.5,7.7,1.9,2.9
934,27,PHO,2006,Sergio Rodríguez,353.0,5281.0,1747.0,525.0,1183.0,0.409,0.337,0.739,4.3,0.039,0.0,0.1,15.0,4.9,1.5,3.4
935,28,DAL,2006,Maurice Ager,82.0,505.0,169.0,46.0,19.0,0.339,0.25,0.566,0.0,0.0,0.0,0.0,6.2,2.1,0.6,0.2
936,29,NYK,2006,Mardy Collins,189.0,2771.0,742.0,336.0,327.0,0.38,0.299,0.599,0.0,0.0,0.0,0.0,14.7,3.9,1.8,1.7
937,30,POR,2006,Joel Freeland,151.0,1821.0,477.0,518.0,65.0,0.459,0.0,0.728,3.2,0.084,0.0,0.0,12.1,3.2,3.4,0.4
938,31,POR,2006,James White,67.0,583.0,182.0,68.0,35.0,0.438,0.34,0.676,0.8,0.062,0.0,0.0,8.7,2.7,1.0,0.5
939,32,HOU,2006,Steve Novak,467.0,5657.0,2177.0,591.0,132.0,0.437,0.43,0.877,14.5,0.123,0.8,4.0,12.1,4.7,1.3,0.3
940,33,ATL,2006,Solomon Jones,281.0,3092.0,839.0,654.0,99.0,0.467,0.111,0.717,5.0,0.078,0.0,0.0,11.0,3.0,2.3,0.4
941,34,LAC,2006,Paul Davis,82.0,702.0,217.0,158.0,32.0,0.402,0.0,0.732,0.5,0.035,0.0,0.0,8.6,2.6,1.9,0.4
942,35,TOR,2006,P.J. Tucker,758.0,22037.0,5438.0,4291.0,1109.0,0.425,0.366,0.747,39.1,0.085,0.0,7.0,29.1,7.2,5.7,1.5
943,36,MIN,2006,Craig Smith,403.0,6826.0,3080.0,1567.0,322.0,0.553,0.037,0.661,16.0,0.113,0.0,1.4,16.9,7.6,3.9,0.8
944,37,MIN,2006,Bobby Jones,91.0,867.0,288.0,149.0,44.0,0.442,0.306,0.685,1.1,0.06,0.0,0.0,9.5,3.2,1.6,0.5
945,38,GSW,2006,Kosta Perović,7.0,38.0,10.0,13.0,1.0,0.3,0.0,0.667,0.0,0.06,0.0,0.0,5.4,1.4,1.9,0.1
946,39,MIL,2006,David Noel,68.0,792.0,184.0,123.0,65.0,0.367,0.321,0.86,0.4,0.024,0.0,0.0,11.6,2.7,1.8,1.0
947,40,OKC,2006,Denham Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,41,ORL,2006,James Augustine,27.0,156.0,42.0,33.0,4.0,0.514,0.0,0.5,0.3,0.101,0.0,0.0,5.8,1.6,1.2,0.1
949,42,CLE,2006,Daniel Gibson,397.0,9316.0,3115.0,792.0,775.0,0.402,0.407,0.78,16.0,0.082,0.0,2.4,23.5,7.8,2.0,2.0
950,43,CHA,2006,Marcus Vinicius,26.0,172.0,50.0,19.0,7.0,0.457,0.421,0.556,0.2,0.056,0.0,0.0,6.6,1.9,0.7,0.3
951,44,ORL,2006,Lior Eliyahu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,45,IND,2006,Alexander Johnson,102.0,1302.0,439.0,275.0,30.0,0.517,0.0,0.672,1.5,0.056,0.0,0.0,12.8,4.3,2.7,0.3
953,46,UTA,2006,Dee Brown,68.0,711.0,140.0,69.0,119.0,0.34,0.25,0.643,0.1,0.008,0.0,0.0,10.5,2.1,1.0,1.8
954,47,UTA,2006,Paul Millsap,1078.0,30413.0,14516.0,7655.0,2375.0,0.489,0.342,0.736,95.4,0.151,1.9,30.0,28.2,13.5,7.1,2.2
955,48,WAS,2006,Vladimir Veremeenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,49,DEN,2006,Leon Powe,239.0,3320.0,1484.0,911.0,78.0,0.515,0.0,0.682,12.0,0.174,0.0,0.3,13.9,6.2,3.8,0.3
957,50,CHA,2006,Ryan Hollins,518.0,6134.0,1913.0,1140.0,151.0,0.584,0.0,0.649,10.4,0.081,0.0,0.0,11.8,3.7,2.2,0.3
958,51,LAL,2006,Cheikh Samb,22.0,114.0,22.0,31.0,1.0,0.25,0.0,0.444,0.0,0.0,0.0,0.0,5.2,1.0,1.4,0.0
959,52,LAC,2006,Guillermo Díaz,6.0,18.0,5.0,2.0,1.0,0.25,0.0,0.6,0.0,0.033,0.0,0.0,3.0,0.8,0.3,0.2
960,53,OKC,2006,Yotam Halperin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,54,BRK,2006,Hassan Adams,73.0,547.0,185.0,84.0,14.0,0.534,0.0,0.643,0.8,0.072,0.0,0.0,7.5,2.5,1.2,0.2
962,55,CLE,2006,Ejike Ugboaja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,56,TOR,2006,Edin Bavčić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,57,MIN,2006,Loukas Mavrokefalidis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,58,DAL,2006,J.R. Pinnock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,59,SAS,2006,Damir Markota,30.0,170.0,51.0,31.0,6.0,0.365,0.375,0.636,0.0,0.0,0.0,0.0,5.7,1.7,1.0,0.2
967,60,DET,2006,Will Blalock,14.0,166.0,25.0,15.0,17.0,0.3,0.2,1.0,0.0,0.0,0.0,0.0,11.9,1.8,1.1,1.2
968,1,POR,2007,Greg Oden,105.0,2028.0,840.0,656.0,51.0,0.574,0.0,0.658,7.3,0.174,0.0,0.8,19.3,8.0,6.2,0.5
969,2,OKC,2007,Kevin Durant,920.0,33775.0,24936.0,6506.0,3888.0,0.495,0.383,0.883,152.3,0.216,6.8,74.8,36.7,27.1,7.1,4.2
970,3,ATL,2007,Al Horford,932.0,30034.0,12802.0,7625.0,3085.0,0.514,0.357,0.758,97.9,0.156,2.8,36.8,32.2,13.7,8.2,3.3
971,4,MEM,2007,Mike Conley,938.0,30031.0,13954.0,2815.0,5298.0,0.439,0.381,0.821,85.3,0.136,2.5,34.1,32.0,14.9,3.0,5.6
972,5,BOS,2007,Jeff Green,1030.0,29939.0,13084.0,4441.0,1596.0,0.447,0.34,0.805,49.2,0.079,0.0,4.9,29.1,12.7,4.3,1.5
973,6,MIL,2007,Yi Jianlian,272.0,6038.0,2148.0,1339.0,192.0,0.404,0.333,0.78,3.1,0.025,0.0,0.0,22.2,7.9,4.9,0.7
974,7,MIN,2007,Corey Brewer,819.0,18771.0,7097.0,2287.0,1250.0,0.425,0.284,0.713,22.5,0.058,0.0,2.0,22.9,8.7,2.8,1.5
975,8,CHA,2007,Brandan Wright,428.0,6949.0,2976.0,1560.0,199.0,0.607,0.0,0.674,26.2,0.181,2.3,7.5,16.2,7.0,3.6,0.5
976,9,CHI,2007,Joakim Noah,672.0,18646.0,5881.0,6058.0,1907.0,0.491,0.0,0.7,61.9,0.159,2.5,20.9,27.7,8.8,9.0,2.8
977,10,SAC,2007,Spencer Hawes,684.0,15541.0,5932.0,3893.0,1271.0,0.457,0.35,0.716,22.6,0.07,0.0,3.4,22.7,8.7,5.7,1.9
978,11,ATL,2007,Acie Law,188.0,2385.0,725.0,195.0,309.0,0.413,0.235,0.778,1.6,0.032,0.0,0.0,12.7,3.9,1.0,1.6
979,12,PHI,2007,Thaddeus Young,1061.0,31336.0,13698.0,6239.0,1960.0,0.502,0.33,0.665,67.7,0.104,0.5,19.5,29.5,12.9,5.9,1.8
980,13,CHA,2007,Julian Wright,231.0,3049.0,907.0,531.0,182.0,0.499,0.262,0.584,3.9,0.061,0.0,1.2,13.2,3.9,2.3,0.8
981,14,LAC,2007,Al Thornton,296.0,8274.0,3527.0,1233.0,353.0,0.452,0.293,0.747,6.1,0.035,0.0,0.0,28.0,11.9,4.2,1.2
982,15,DET,2007,Rodney Stuckey,651.0,17890.0,8185.0,1912.0,2333.0,0.423,0.3,0.824,28.7,0.077,0.0,4.9,27.5,12.6,2.9,3.6
983,16,WAS,2007,Nick Young,720.0,16419.0,8194.0,1427.0,687.0,0.418,0.376,0.836,18.6,0.054,0.0,0.0,22.8,11.4,2.0,1.0
984,17,BRK,2007,Sean Williams,137.0,1978.0,581.0,472.0,47.0,0.511,0.0,0.624,3.0,0.073,0.0,0.0,14.4,4.2,3.4,0.3
985,18,GSW,2007,Marco Belinelli,860.0,19548.0,8370.0,1769.0,1429.0,0.424,0.376,0.846,30.5,0.075,0.0,3.3,22.7,9.7,2.1,1.7
986,19,LAL,2007,Javaris Crittenton,113.0,1853.0,595.0,276.0,201.0,0.442,0.231,0.638,0.1,0.002,0.0,0.0,16.4,5.3,2.4,1.8
987,20,MIA,2007,Jason Smith,616.0,10029.0,3777.0,2075.0,453.0,0.468,0.333,0.783,14.1,0.067,0.0,0.0,16.3,6.1,3.4,0.7
988,21,PHI,2007,Daequan Cook,328.0,5993.0,2114.0,703.0,243.0,0.369,0.359,0.813,4.9,0.039,0.0,0.0,18.3,6.4,2.1,0.7
989,22,CHA,2007,Jared Dudley,904.0,20117.0,6633.0,2849.0,1394.0,0.463,0.393,0.732,43.0,0.103,0.2,11.0,22.3,7.3,3.2,1.5
990,23,NYK,2007,Wilson Chandler,676.0,20287.0,8463.0,3574.0,1205.0,0.443,0.341,0.77,29.0,0.069,0.0,3.5,30.0,12.5,5.3,1.8
991,24,PHO,2007,Rudy Fernández,249.0,5965.0,2254.0,608.0,554.0,0.399,0.36,0.84,14.2,0.114,1.7,5.6,24.0,9.1,2.4,2.2
992,25,UTA,2007,Morris Almond,38.0,361.0,119.0,46.0,12.0,0.381,0.292,0.743,0.0,0.005,0.0,0.0,9.5,3.1,1.2,0.3
993,26,HOU,2007,Aaron Brooks,645.0,13439.0,6259.0,1079.0,1925.0,0.413,0.37,0.837,19.2,0.069,0.0,2.7,20.8,9.7,1.7,3.0
994,27,DET,2007,Arron Afflalo,762.0,20829.0,8198.0,2176.0,1386.0,0.45,0.386,0.825,33.5,0.077,0.0,2.4,27.3,10.8,2.9,1.8
995,28,SAS,2007,Tiago Splitter,355.0,6812.0,2816.0,1779.0,423.0,0.555,0.143,0.697,25.3,0.178,1.1,5.4,19.2,7.9,5.0,1.2
996,29,PHO,2007,Alando Tucker,51.0,426.0,211.0,49.0,16.0,0.423,0.294,0.783,0.4,0.045,0.0,0.0,8.4,4.1,1.0,0.3
997,30,PHI,2007,Petteri Koponen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,31,OKC,2007,Carl Landry,513.0,11524.0,5541.0,2533.0,355.0,0.535,0.3,0.785,35.9,0.149,0.0,5.0,22.5,10.8,4.9,0.7
999,32,BOS,2007,Gabe Pruitt,62.0,461.0,125.0,51.0,52.0,0.321,0.283,0.783,0.4,0.043,0.0,0.0,7.4,2.0,0.8,0.8
1000,33,SAS,2007,Marcus Williams,13.0,39.0,14.0,12.0,3.0,0.318,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.1,0.9,0.2
1001,34,DAL,2007,Nick Fazekas,26.0,269.0,107.0,89.0,11.0,0.561,0.0,0.682,0.8,0.148,0.5,0.2,10.3,4.1,3.4,0.4
1002,35,OKC,2007,Glen Davis,514.0,10865.0,4111.0,2236.0,457.0,0.447,0.182,0.7,18.6,0.082,0.0,0.0,21.1,8.0,4.4,0.9
1003,36,GSW,2007,Jermareo Davidson,52.0,433.0,162.0,96.0,14.0,0.425,0.0,0.578,0.0,0.0,0.0,0.0,8.3,3.1,1.8,0.3
1004,37,POR,2007,Josh McRoberts,433.0,8271.0,2333.0,1686.0,901.0,0.463,0.34,0.705,18.5,0.107,0.3,4.7,19.1,5.4,3.9,2.1
1005,38,PHI,2007,Kyrylo Fesenko,135.0,1107.0,305.0,269.0,40.0,0.496,0.0,0.41,0.9,0.038,0.0,0.0,8.2,2.3,2.0,0.3
1006,39,MIA,2007,Stanko Barać,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,40,LAL,2007,Sun Yue,10.0,28.0,6.0,0.0,2.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.6,0.0,0.2
1008,41,MIN,2007,Chris Richard,70.0,780.0,135.0,194.0,25.0,0.483,0.0,0.605,0.7,0.045,0.0,0.0,11.1,1.9,2.8,0.4
1009,42,POR,2007,Derrick Byars,2.0,37.0,10.0,11.0,1.0,0.273,0.0,1.0,0.1,0.147,0.0,0.0,18.5,5.0,5.5,0.5
1010,43,CHA,2007,Adam Haluska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,44,ORL,2007,Reyshawn Terry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,45,LAC,2007,Jared Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,46,GSW,2007,Stéphane Lasme,16.0,303.0,83.0,53.0,3.0,0.451,0.0,0.594,0.3,0.041,0.0,0.0,18.9,5.2,3.3,0.2
1014,47,WAS,2007,Dominic McGuire,342.0,5348.0,939.0,1169.0,422.0,0.419,0.188,0.658,4.1,0.037,0.0,0.0,15.6,2.7,3.4,1.2
1015,48,LAL,2007,Marc Gasol,891.0,28719.0,12514.0,6604.0,2996.0,0.481,0.36,0.776,85.3,0.143,3.1,36.5,32.2,14.0,7.4,3.4
1016,49,CHI,2007,Aaron Gray,318.0,3851.0,1066.0,1190.0,207.0,0.509,0.0,0.562,6.2,0.077,0.0,0.0,12.1,3.4,3.7,0.7
1017,50,DAL,2007,Renaldas Seibutis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,51,CHI,2007,JamesOn Curry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,52,POR,2007,Taurean Green,17.0,74.0,27.0,10.0,11.0,0.28,0.182,0.917,0.0,0.0,0.0,0.0,4.4,1.6,0.6,0.6
1020,53,POR,2007,Demetris Nichols,18.0,58.0,22.0,7.0,2.0,0.281,0.2,0.5,0.0,0.0,0.0,0.0,3.2,1.2,0.4,0.1
1021,54,HOU,2007,Brad Newley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,55,UTA,2007,Herbert Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,56,MIL,2007,Ramon Sessions,691.0,16119.0,7141.0,1840.0,2807.0,0.434,0.316,0.791,28.8,0.086,0.0,5.2,23.3,10.3,2.7,4.1
1024,57,DET,2007,Sammy Mejia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,58,SAS,2007,Georgios Printezis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,59,PHO,2007,D.J. Strawberry,33.0,270.0,73.0,28.0,30.0,0.315,0.24,0.474,0.0,0.0,0.0,0.0,8.2,2.2,0.8,0.9
1027,60,DAL,2007,Milovan Raković,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,1,CHI,2008,Derrick Rose,672.0,21317.0,12230.0,2239.0,3646.0,0.457,0.316,0.83,44.2,0.1,1.4,18.4,31.7,18.2,3.3,5.4
1029,2,MIA,2008,Michael Beasley,609.0,13903.0,7568.0,2861.0,788.0,0.465,0.349,0.759,15.6,0.054,0.0,0.9,22.8,12.4,4.7,1.3
1030,3,MIN,2008,O.J. Mayo,547.0,16919.0,7574.0,1706.0,1607.0,0.429,0.373,0.82,21.8,0.062,0.0,4.7,30.9,13.8,3.1,2.9
1031,4,OKC,2008,Russell Westbrook,1000.0,34718.0,22899.0,7405.0,8491.0,0.437,0.305,0.785,106.4,0.147,4.4,55.8,34.7,22.9,7.4,8.5
1032,5,MEM,2008,Kevin Love,788.0,24542.0,14013.0,8497.0,1867.0,0.441,0.372,0.829,87.5,0.171,3.4,33.5,31.1,17.8,10.8,2.4
1033,6,NYK,2008,Danilo Gallinari,709.0,21209.0,11053.0,3408.0,1377.0,0.427,0.383,0.877,62.9,0.142,1.8,20.5,29.9,15.6,4.8,1.9
1034,7,LAC,2008,Eric Gordon,739.0,23982.0,12169.0,1793.0,2107.0,0.428,0.37,0.81,36.3,0.073,0.0,8.9,32.5,16.5,2.4,2.9
1035,8,MIL,2008,Joe Alexander,67.0,745.0,282.0,120.0,44.0,0.41,0.34,0.698,0.5,0.03,0.0,0.0,11.1,4.2,1.8,0.7
1036,9,CHA,2008,D.J. Augustin,955.0,22478.0,9147.0,1778.0,3728.0,0.411,0.38,0.867,47.0,0.1,0.0,7.6,23.5,9.6,1.9,3.9
1037,10,BRK,2008,Brook Lopez,856.0,25922.0,14094.0,5359.0,1240.0,0.494,0.34,0.796,70.9,0.131,1.3,21.6,30.3,16.5,6.3,1.4
1038,11,IND,2008,Jerryd Bayless,586.0,12486.0,4909.0,1235.0,1674.0,0.411,0.361,0.818,18.6,0.072,0.0,1.1,21.3,8.4,2.1,2.9
1039,12,SAC,2008,Jason Thompson,588.0,14819.0,5210.0,3880.0,635.0,0.496,0.143,0.657,23.8,0.077,0.0,0.0,25.2,8.9,6.6,1.1
1040,13,POR,2008,Brandon Rush,481.0,10564.0,3250.0,1413.0,468.0,0.426,0.402,0.706,11.2,0.051,0.0,1.6,22.0,6.8,2.9,1.0
1041,14,GSW,2008,Anthony Randolph,252.0,3841.0,1789.0,1078.0,187.0,0.453,0.241,0.74,5.8,0.072,0.0,0.4,15.2,7.1,4.3,0.7
1042,15,PHO,2008,Robin Lopez,930.0,20427.0,8151.0,4575.0,786.0,0.537,0.296,0.743,48.9,0.115,0.0,4.9,22.0,8.8,4.9,0.8
1043,16,PHI,2008,Marreese Speights,705.0,10640.0,5592.0,2875.0,461.0,0.459,0.356,0.797,25.8,0.116,0.0,0.0,15.1,7.9,4.1,0.7
1044,17,TOR,2008,Roy Hibbert,662.0,16389.0,6611.0,4173.0,885.0,0.465,0.25,0.755,35.9,0.105,0.0,3.5,24.8,10.0,6.3,1.3
1045,18,WAS,2008,JaVale McGee,799.0,13649.0,6373.0,4209.0,349.0,0.577,0.19,0.601,41.5,0.146,0.2,7.5,17.1,8.0,5.3,0.4
1046,19,CLE,2008,J.J. Hickson,534.0,11925.0,5081.0,3639.0,449.0,0.505,0.0,0.617,21.9,0.088,0.0,0.5,22.3,9.5,6.8,0.8
1047,20,CHA,2008,Alexis Ajinça,293.0,3905.0,1553.0,1150.0,143.0,0.503,0.286,0.797,7.5,0.093,0.0,0.0,13.3,5.3,3.9,0.5
1048,21,BRK,2008,Ryan Anderson,649.0,16769.0,8001.0,3413.0,586.0,0.422,0.38,0.854,46.7,0.134,1.0,12.8,25.8,12.3,5.3,0.9
1049,22,ORL,2008,Courtney Lee,811.0,21938.0,7765.0,2127.0,1353.0,0.451,0.388,0.853,39.3,0.086,0.0,7.9,27.1,9.6,2.6,1.7
1050,23,UTA,2008,Kosta Koufos,686.0,11271.0,3913.0,3452.0,359.0,0.534,0.0,0.582,28.3,0.12,0.0,2.0,16.4,5.7,5.0,0.5
1051,24,OKC,2008,Serge Ibaka,887.0,24681.0,10849.0,6387.0,735.0,0.513,0.359,0.758,72.0,0.14,0.5,15.8,27.8,12.2,7.2,0.8
1052,25,HOU,2008,Nicolas Batum,896.0,27560.0,10011.0,4632.0,3176.0,0.438,0.363,0.838,62.6,0.109,1.7,25.8,30.8,11.2,5.2,3.5
1053,26,SAS,2008,George Hill,856.0,23458.0,9268.0,2623.0,2678.0,0.457,0.381,0.807,69.0,0.141,1.3,19.3,27.4,10.8,3.1,3.1
1054,27,NOP,2008,Darrell Arthur,503.0,8945.0,3282.0,1768.0,409.0,0.444,0.352,0.765,12.3,0.066,0.0,0.0,17.8,6.5,3.5,0.8
1055,28,MEM,2008,Donté Greene,253.0,4259.0,1541.0,600.0,183.0,0.406,0.304,0.701,1.5,0.017,0.0,0.0,16.8,6.1,2.4,0.7
1056,29,DET,2008,D.J. White,138.0,2111.0,810.0,437.0,80.0,0.507,0.333,0.72,3.8,0.087,0.0,0.0,15.3,5.9,3.2,0.6
1057,30,BOS,2008,J.R. Giddens,38.0,247.0,73.0,54.0,13.0,0.476,0.0,0.565,0.1,0.027,0.0,0.0,6.5,1.9,1.4,0.3
1058,31,MIN,2008,Nikola Peković,271.0,6744.0,3405.0,1807.0,199.0,0.518,0.0,0.76,18.8,0.134,0.0,2.2,24.9,12.6,6.7,0.7
1059,32,OKC,2008,Walter Sharpe,8.0,20.0,8.0,3.0,0.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.4,0.0
1060,33,POR,2008,Joey Dorsey,130.0,1488.0,344.0,513.0,55.0,0.534,0.0,0.375,2.9,0.092,0.0,0.0,11.4,2.6,3.9,0.4
1061,34,MIN,2008,Mario Chalmers,646.0,17245.0,5743.0,1585.0,2412.0,0.417,0.351,0.793,32.3,0.09,0.0,5.9,26.7,8.9,2.5,3.7
1062,35,LAC,2008,DeAndre Jordan,963.0,25971.0,8857.0,10047.0,924.0,0.674,0.083,0.475,93.9,0.174,1.3,22.0,27.0,9.2,10.4,1.0
1063,36,POR,2008,Ömer Aşık,471.0,9216.0,2479.0,3362.0,280.0,0.528,0.0,0.551,20.9,0.109,0.0,0.1,19.6,5.3,7.1,0.6
1064,37,MIL,2008,Luc Mbah a Moute,689.0,16038.0,4380.0,2800.0,588.0,0.454,0.334,0.659,26.0,0.078,0.0,2.0,23.3,6.4,4.1,0.9
1065,38,CHA,2008,Kyle Weaver,73.0,1379.0,363.0,158.0,119.0,0.441,0.353,0.736,1.5,0.051,0.0,0.3,18.9,5.0,2.2,1.6
1066,39,CHI,2008,Sonny Weems,183.0,3335.0,1189.0,402.0,257.0,0.465,0.283,0.702,0.0,0.001,0.0,0.0,18.2,6.5,2.2,1.4
1067,40,BRK,2008,Chris Douglas-Roberts,222.0,4381.0,1571.0,472.0,254.0,0.439,0.329,0.831,5.4,0.059,0.0,0.0,19.7,7.1,2.1,1.1
1068,41,IND,2008,Nathan Jawai,45.0,431.0,126.0,106.0,24.0,0.435,0.0,0.684,0.2,0.02,0.0,0.0,9.6,2.8,2.4,0.5
1069,42,SAC,2008,Sean Singletary,37.0,303.0,90.0,35.0,29.0,0.365,0.4,0.857,0.0,0.006,0.0,0.0,8.2,2.4,0.9,0.8
1070,43,SAC,2008,Patrick Ewing,7.0,19.0,3.0,2.0,2.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,2.7,0.4,0.3,0.3
1071,44,UTA,2008,Ante Tomić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,45,SAS,2008,Goran Dragić,872.0,24326.0,12086.0,2684.0,4177.0,0.462,0.364,0.767,56.2,0.111,0.7,16.5,27.9,13.9,3.1,4.8
1073,46,OKC,2008,Trent Plaisted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,47,WAS,2008,Henry Walker,181.0,3016.0,1079.0,401.0,153.0,0.446,0.369,0.76,5.0,0.079,0.0,0.2,16.7,6.0,2.2,0.8
1075,48,PHO,2008,Malik Hairston,62.0,472.0,149.0,77.0,29.0,0.512,0.167,0.514,0.8,0.086,0.0,0.0,7.6,2.4,1.2,0.5
1076,49,GSW,2008,Richard Hendrix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,50,OKC,2008,DeVon Hardin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,51,DAL,2008,Shan Foster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1079,52,MIA,2008,Darnell Jackson,138.0,1039.0,308.0,203.0,26.0,0.449,0.235,0.644,1.3,0.059,0.0,0.0,7.5,2.2,1.5,0.2
1080,53,UTA,2008,Tadija Dragićević,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,54,HOU,2008,Maarty Leunen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,55,POR,2008,Mike Taylor,51.0,771.0,289.0,87.0,106.0,0.412,0.325,0.691,0.0,0.0,0.0,0.0,15.1,5.7,1.7,2.1
1083,56,OKC,2008,Sasha Kaun,25.0,95.0,23.0,26.0,3.0,0.529,0.0,0.455,0.2,0.096,0.0,0.0,3.8,0.9,1.0,0.1
1084,57,SAS,2008,James Gist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
