,Pick,Teams,Draft Year,Player,Games Played,TotalMinPlayed,TotalPointsScored,TotalRebounds,TotalAssist,FieldGoal_%,3point_% ,FreeThrow_%,Win Shares,Win_sharesPer48mins,BoxPlus-Minus,ValueOverReplacementPlayer,AveMinPerGame,AvePointsPerGame,AveReboundPerGame,AveAssistPerGame
1085,58,LAL,2008,Joe Crawford,2.0,23.0,9.0,4.0,1.0,0.3,0.25,1.0,0.0,0.037,0.0,0.0,11.5,4.5,2.0,0.5
1086,59,DET,2008,Deron Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,60,BOS,2008,Semih Erden,69.0,928.0,262.0,190.0,29.0,0.546,0.0,0.594,1.8,0.094,0.0,0.0,13.4,3.8,2.8,0.4
1088,1,LAC,2009,Blake Griffin,716.0,23730.0,14306.0,5935.0,2985.0,0.493,0.326,0.696,79.2,0.16,3.4,32.5,33.1,20.0,8.3,4.2
1089,2,MEM,2009,Hasheem Thabeet,224.0,2357.0,483.0,595.0,27.0,0.567,0.0,0.578,4.8,0.099,0.0,0.0,10.5,2.2,2.7,0.1
1090,3,OKC,2009,James Harden,921.0,31825.0,23035.0,5145.0,6177.0,0.443,0.362,0.859,146.6,0.221,6.8,70.8,34.6,25.0,5.6,6.7
1091,4,SAC,2009,Tyreke Evans,594.0,18242.0,9347.0,2720.0,2852.0,0.44,0.323,0.757,28.4,0.075,0.8,13.1,30.7,15.7,4.6,4.8
1092,5,MIN,2009,Ricky Rubio,665.0,20128.0,7399.0,2760.0,5045.0,0.389,0.326,0.843,42.0,0.1,0.6,13.5,30.3,11.1,4.2,7.6
1093,6,MIN,2009,Jonny Flynn,163.0,3738.0,1504.0,307.0,634.0,0.4,0.338,0.809,0.0,0.0,0.0,0.0,22.9,9.2,1.9,3.9
1094,7,GSW,2009,Stephen Curry,816.0,28031.0,19827.0,3789.0,5326.0,0.473,0.428,0.908,119.4,0.204,6.5,60.4,34.4,24.3,4.6,6.5
1095,8,NYK,2009,Jordan Hill,409.0,7692.0,3232.0,2389.0,322.0,0.497,0.136,0.699,16.4,0.102,0.0,0.0,18.8,7.9,5.8,0.8
1096,9,TOR,2009,DeMar DeRozan,936.0,32006.0,19298.0,4122.0,3638.0,0.465,0.285,0.836,82.7,0.124,0.7,22.2,34.2,20.6,4.4,3.9
1097,10,MIL,2009,Brandon Jennings,555.0,16844.0,7801.0,1659.0,3151.0,0.387,0.345,0.796,29.9,0.085,0.8,11.8,30.3,14.1,3.0,5.7
1098,11,BRK,2009,Terrence Williams,153.0,2922.0,1085.0,545.0,364.0,0.412,0.317,0.659,0.0,0.0,0.0,0.0,19.1,7.1,3.6,2.4
1099,12,CHA,2009,Gerald Henderson,535.0,13854.0,5987.0,1716.0,1009.0,0.44,0.327,0.793,18.3,0.063,0.0,0.6,25.9,11.2,3.2,1.9
1100,13,IND,2009,Tyler Hansbrough,428.0,7233.0,2881.0,1808.0,181.0,0.439,0.136,0.738,20.2,0.134,0.0,0.0,16.9,6.7,4.2,0.4
1101,14,PHO,2009,Earl Clark,261.0,3630.0,1138.0,778.0,134.0,0.403,0.328,0.664,2.9,0.038,0.0,0.0,13.9,4.4,3.0,0.5
1102,15,DET,2009,Austin Daye,293.0,4132.0,1522.0,764.0,212.0,0.402,0.351,0.778,4.5,0.053,0.0,0.0,14.1,5.2,2.6,0.7
1103,16,CHI,2009,James Johnson,728.0,14953.0,5677.0,2614.0,1538.0,0.475,0.302,0.68,27.0,0.087,0.5,9.4,20.5,7.8,3.6,2.1
1104,17,PHI,2009,Jrue Holiday,819.0,27163.0,13212.0,3276.0,5225.0,0.46,0.361,0.777,54.5,0.096,1.5,23.7,33.2,16.1,4.0,6.4
1105,18,MIN,2009,Ty Lawson,551.0,16088.0,6977.0,1506.0,3316.0,0.46,0.359,0.77,42.1,0.126,1.4,13.6,29.2,12.7,2.7,6.0
1106,19,ATL,2009,Jeff Teague,826.0,22164.0,10061.0,1989.0,4585.0,0.444,0.36,0.844,52.4,0.113,0.6,14.3,26.8,12.2,2.4,5.6
1107,20,UTA,2009,Eric Maynor,267.0,3896.0,1141.0,348.0,760.0,0.392,0.35,0.721,3.3,0.041,0.0,0.0,14.6,4.3,1.3,2.8
1108,21,NOP,2009,Darren Collison,711.0,20833.0,8861.0,1889.0,3545.0,0.471,0.394,0.853,49.9,0.115,0.5,13.4,29.3,12.5,2.7,5.0
1109,22,POR,2009,Victor Claver,80.0,1072.0,258.0,178.0,56.0,0.398,0.293,0.585,0.2,0.011,0.0,0.0,13.4,3.2,2.2,0.7
1110,23,SAC,2009,Omri Casspi,588.0,11959.0,4642.0,2355.0,662.0,0.454,0.368,0.678,19.6,0.078,0.0,3.5,20.3,7.9,4.0,1.1
1111,24,DAL,2009,Byron Mullens,189.0,3446.0,1398.0,790.0,153.0,0.408,0.319,0.706,0.6,0.008,0.0,0.0,18.2,7.4,4.2,0.8
1112,25,OKC,2009,Rodrigue Beaubois,182.0,2896.0,1286.0,338.0,374.0,0.439,0.325,0.81,4.8,0.079,0.0,1.4,15.9,7.1,1.9,2.1
1113,26,CHI,2009,Taj Gibson,883.0,21742.0,8012.0,5423.0,873.0,0.518,0.239,0.711,57.9,0.128,0.0,7.0,24.6,9.1,6.1,1.0
1114,27,MEM,2009,DeMarre Carroll,578.0,13675.0,5150.0,2454.0,726.0,0.43,0.358,0.741,29.5,0.104,0.0,6.7,23.7,8.9,4.2,1.3
1115,28,MIN,2009,Wayne Ellington,762.0,15951.0,6118.0,1626.0,846.0,0.41,0.382,0.843,20.9,0.063,0.0,2.1,20.9,8.0,2.1,1.1
1116,29,LAL,2009,Toney Douglas,394.0,7511.0,3009.0,875.0,889.0,0.404,0.354,0.824,12.1,0.077,0.0,2.2,19.1,7.6,2.2,2.3
1117,30,CLE,2009,Christian Eyenga,51.0,1049.0,320.0,137.0,40.0,0.411,0.277,0.611,0.0,0.0,0.0,0.0,20.6,6.3,2.7,0.8
1118,31,SAC,2009,Jeff Ayres,237.0,2322.0,690.0,632.0,99.0,0.553,0.4,0.776,6.3,0.131,0.0,0.0,9.8,2.9,2.7,0.4
1119,32,WAS,2009,Jermaine Taylor,65.0,786.0,351.0,108.0,48.0,0.441,0.284,0.73,0.2,0.014,0.0,0.0,12.1,5.4,1.7,0.7
1120,33,POR,2009,Dante Cunningham,715.0,14875.0,4133.0,2676.0,506.0,0.469,0.345,0.649,24.9,0.08,0.0,1.1,20.8,5.8,3.7,0.7
1121,34,DEN,2009,Sergio Llull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,35,DET,2009,DaJuan Summers,83.0,820.0,278.0,82.0,29.0,0.384,0.367,0.642,0.0,0.0,0.0,0.0,9.9,3.3,1.0,0.3
1123,36,MEM,2009,Sam Young,249.0,3966.0,1436.0,573.0,180.0,0.442,0.28,0.742,5.2,0.063,0.0,0.0,15.9,5.8,2.3,0.7
1124,37,SAS,2009,DeJuan Blair,424.0,7054.0,2865.0,2153.0,349.0,0.524,0.0,0.608,19.0,0.129,0.0,1.4,16.6,6.8,5.1,0.8
1125,38,POR,2009,Jon Brockman,150.0,1570.0,320.0,472.0,49.0,0.488,0.0,0.618,3.7,0.113,0.0,0.0,10.5,2.1,3.1,0.3
1126,39,DET,2009,Jonas Jerebko,635.0,11323.0,3919.0,2522.0,525.0,0.457,0.363,0.77,25.8,0.109,0.0,2.9,17.8,6.2,4.0,0.8
1127,40,CHA,2009,Derrick Brown,171.0,2554.0,895.0,413.0,119.0,0.515,0.317,0.637,4.5,0.085,0.0,0.4,14.9,5.2,2.4,0.7
1128,41,MIL,2009,Jodie Meeks,539.0,12110.0,4988.0,1120.0,583.0,0.42,0.373,0.879,24.3,0.096,0.0,4.2,22.5,9.3,2.1,1.1
1129,42,LAL,2009,Patrick Beverley,508.0,13990.0,4489.0,2179.0,1766.0,0.414,0.378,0.757,33.3,0.114,1.1,10.9,27.5,8.8,4.3,3.5
1130,43,MIA,2009,Marcus Thornton,483.0,11299.0,5750.0,1348.0,677.0,0.425,0.358,0.83,20.0,0.085,0.2,6.2,23.4,11.9,2.8,1.4
1131,44,DET,2009,Chase Budinger,407.0,7998.0,3198.0,1240.0,473.0,0.43,0.352,0.797,13.9,0.083,0.0,2.9,19.7,7.9,3.0,1.2
1132,45,MIN,2009,Nick Calathes,129.0,2011.0,590.0,243.0,353.0,0.441,0.288,0.581,2.6,0.063,0.0,0.8,15.6,4.6,1.9,2.7
1133,46,CLE,2009,Danny Green,797.0,20311.0,7034.0,2750.0,1247.0,0.422,0.4,0.806,48.4,0.114,1.9,20.0,25.5,8.8,3.5,1.6
1134,47,MIN,2009,Henk Norel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,48,PHO,2009,Taylor Griffin,8.0,32.0,10.0,2.0,1.0,0.4,0.0,0.5,0.0,0.0,0.0,0.0,4.0,1.3,0.3,0.1
1136,49,ATL,2009,Sergiy Gladyr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,50,UTA,2009,Goran Suton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,51,SAS,2009,Jack McClinton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,52,IND,2009,A.J. Price,261.0,3929.0,1523.0,377.0,567.0,0.38,0.316,0.742,4.7,0.058,0.0,0.7,15.1,5.8,1.4,2.2
1140,53,SAS,2009,Nando De Colo,119.0,1414.0,453.0,211.0,203.0,0.429,0.363,0.835,2.4,0.081,0.0,0.5,11.9,3.8,1.8,1.7
1141,54,CHA,2009,Robert Vaden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,55,POR,2009,Patty Mills,797.0,16471.0,7372.0,1361.0,1861.0,0.428,0.391,0.857,35.5,0.104,0.3,9.4,20.7,9.2,1.7,2.3
1143,56,DAL,2009,Ahman Nivins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,57,PHO,2009,Emir Preldžić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,58,BOS,2009,Lester Hudson,57.0,594.0,268.0,77.0,71.0,0.375,0.277,0.806,0.2,0.016,0.0,0.0,10.4,4.7,1.4,1.2
1146,59,LAL,2009,Chinemelu Elonu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,60,MIA,2009,Robert Dozier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,1,WAS,2010,John Wall,613.0,21833.0,11702.0,2612.0,5557.0,0.431,0.323,0.779,44.1,0.097,2.4,24.0,35.6,19.1,4.3,9.1
1149,2,PHI,2010,Evan Turner,705.0,18938.0,6824.0,3278.0,2462.0,0.434,0.294,0.782,20.2,0.051,0.0,0.5,26.9,9.7,4.6,3.5
1150,3,BRK,2010,Derrick Favors,789.0,19184.0,8348.0,5605.0,850.0,0.534,0.198,0.663,60.3,0.151,0.9,13.9,24.3,10.6,7.1,1.1
1151,4,MIN,2010,Wesley Johnson,609.0,13472.0,4235.0,1924.0,645.0,0.404,0.337,0.741,10.7,0.038,0.0,1.2,22.1,7.0,3.2,1.1
1152,5,SAC,2010,DeMarcus Cousins,631.0,19183.0,12575.0,6542.0,1935.0,0.459,0.33,0.737,46.0,0.115,2.5,21.5,30.4,19.9,10.4,3.1
1153,6,GSW,2010,Ekpe Udoh,384.0,5694.0,1353.0,1100.0,260.0,0.453,0.0,0.718,10.4,0.088,0.0,0.8,14.8,3.5,2.9,0.7
1154,7,DET,2010,Greg Monroe,642.0,17626.0,8381.0,5281.0,1368.0,0.514,0.059,0.703,50.1,0.137,1.4,15.2,27.5,13.1,8.2,2.1
1155,8,LAC,2010,Al-Farouq Aminu,711.0,17698.0,5350.0,4280.0,879.0,0.42,0.332,0.746,27.6,0.075,0.0,6.5,24.9,7.5,6.0,1.2
1156,9,UTA,2010,Gordon Hayward,733.0,22815.0,11449.0,3299.0,2572.0,0.453,0.371,0.826,60.2,0.127,2.0,22.8,31.1,15.6,4.5,3.5
1157,10,IND,2010,Paul George,732.0,24588.0,14916.0,4707.0,2607.0,0.436,0.381,0.849,76.1,0.149,4.1,37.6,33.6,20.4,6.4,3.6
1158,11,NOP,2010,Cole Aldrich,339.0,3389.0,1050.0,1131.0,183.0,0.527,0.0,0.738,9.6,0.135,0.1,1.8,10.0,3.1,3.3,0.5
1159,12,MEM,2010,Xavier Henry,185.0,2905.0,1050.0,351.0,120.0,0.406,0.325,0.635,0.8,0.013,0.0,0.0,15.7,5.7,1.9,0.6
1160,13,TOR,2010,Ed Davis,710.0,13697.0,4284.0,4596.0,537.0,0.567,0.0,0.584,43.1,0.151,0.0,6.2,19.3,6.0,6.5,0.8
1161,14,HOU,2010,Patrick Patterson,719.0,14923.0,4782.0,2799.0,736.0,0.447,0.369,0.755,31.9,0.102,0.0,7.4,20.8,6.7,3.9,1.0
1162,15,MIL,2010,Larry Sanders,238.0,4635.0,1520.0,1345.0,174.0,0.48,0.0,0.553,10.3,0.107,0.0,1.1,19.5,6.4,5.7,0.7
1163,16,MIN,2010,Luke Babbitt,381.0,5332.0,1818.0,846.0,224.0,0.408,0.402,0.747,7.2,0.065,0.0,0.0,14.0,4.8,2.2,0.6
1164,17,CHI,2010,Kevin Séraphin,423.0,6430.0,2516.0,1462.0,246.0,0.489,0.0,0.715,5.9,0.044,0.0,0.0,15.2,5.9,3.5,0.6
1165,18,OKC,2010,Eric Bledsoe,756.0,21021.0,10348.0,2937.0,3545.0,0.452,0.336,0.784,46.2,0.105,1.6,18.9,27.8,13.7,3.9,4.7
1166,19,BOS,2010,Avery Bradley,647.0,17910.0,7210.0,1840.0,1099.0,0.434,0.364,0.782,17.0,0.046,0.0,0.0,27.7,11.1,2.8,1.7
1167,20,SAS,2010,James Anderson,247.0,4320.0,1422.0,560.0,291.0,0.411,0.321,0.755,3.3,0.037,0.0,0.0,17.5,5.8,2.3,1.2
1168,21,OKC,2010,Craig Brackins,17.0,121.0,30.0,19.0,9.0,0.265,0.214,0.5,0.0,0.0,0.0,0.0,7.1,1.8,1.1,0.5
1169,22,POR,2010,Elliot Williams,109.0,1470.0,537.0,161.0,94.0,0.421,0.31,0.669,0.7,0.024,0.0,0.0,13.5,4.9,1.5,0.9
1170,23,MIN,2010,Trevor Booker,532.0,10872.0,3679.0,2932.0,566.0,0.515,0.305,0.636,26.2,0.116,0.0,4.2,20.4,6.9,5.5,1.1
1171,24,ATL,2010,Damion James,39.0,623.0,150.0,131.0,26.0,0.415,0.0,0.667,0.0,0.0,0.0,0.0,16.0,3.8,3.4,0.7
1172,25,MEM,2010,Dominique Jones,80.0,741.0,246.0,114.0,144.0,0.366,0.095,0.729,0.3,0.017,0.0,0.0,9.3,3.1,1.4,1.8
1173,26,OKC,2010,Quincy Pondexter,355.0,5530.0,1609.0,640.0,263.0,0.423,0.356,0.746,9.7,0.084,0.0,0.3,15.6,4.5,1.8,0.7
1174,27,BRK,2010,Jordan Crawford,281.0,6843.0,3432.0,703.0,883.0,0.411,0.317,0.826,6.3,0.044,0.0,1.3,24.4,12.2,2.5,3.1
1175,28,MEM,2010,Greivis Vásquez,401.0,9520.0,3591.0,1021.0,1935.0,0.418,0.349,0.817,12.6,0.064,0.0,1.8,23.7,9.0,2.5,4.8
1176,29,ORL,2010,Daniel Orton,51.0,542.0,143.0,126.0,24.0,0.485,0.0,0.597,1.0,0.093,0.0,0.0,10.6,2.8,2.5,0.5
1177,30,WAS,2010,Lazar Hayward,72.0,591.0,207.0,90.0,35.0,0.347,0.269,0.767,0.2,0.02,0.0,0.0,8.2,2.9,1.3,0.5
1178,31,BRK,2010,Tibor Pleiß,12.0,82.0,24.0,15.0,2.0,0.44,0.0,1.0,0.0,0.0,0.0,0.0,6.8,2.0,1.3,0.2
1179,32,MIA,2010,Dexter Pittman,50.0,347.0,116.0,89.0,9.0,0.45,0.0,0.545,0.5,0.068,0.0,0.0,6.9,2.3,1.8,0.2
1180,33,SAC,2010,Hassan Whiteside,492.0,12334.0,6315.0,5388.0,319.0,0.584,0.308,0.607,50.3,0.196,2.5,14.0,25.1,12.8,11.0,0.6
1181,34,POR,2010,Armon Johnson,47.0,401.0,157.0,49.0,56.0,0.458,0.4,0.679,0.0,0.0,0.0,0.0,8.5,3.3,1.0,1.2
1182,35,WAS,2010,Nemanja Bjelica,431.0,8843.0,3305.0,1966.0,767.0,0.464,0.382,0.753,19.0,0.103,0.2,5.0,20.5,7.7,4.6,1.8
1183,36,DET,2010,Terrico White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,37,MIL,2010,Darington Hobson,5.0,39.0,4.0,3.0,6.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.8,0.6,1.2
1185,38,NYK,2010,Andy Rautins,5.0,24.0,8.0,1.0,3.0,0.429,0.25,0.5,0.0,0.0,0.0,0.0,4.8,1.6,0.2,0.6
1186,39,NYK,2010,Landry Fields,255.0,6010.0,1731.0,1092.0,419.0,0.473,0.332,0.666,10.5,0.084,0.0,2.6,23.6,6.8,4.3,1.6
1187,40,IND,2010,Lance Stephenson,538.0,12409.0,4605.0,2215.0,1566.0,0.444,0.311,0.692,17.3,0.067,0.0,2.4,23.1,8.6,4.1,2.9
1188,41,MIA,2010,Jarvis Varnado,37.0,397.0,107.0,72.0,16.0,0.582,0.0,0.518,0.7,0.089,0.0,0.0,10.7,2.9,1.9,0.4
1189,42,MIA,2010,Da'Sean Butler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,43,LAL,2010,Devin Ebanks,63.0,711.0,224.0,122.0,24.0,0.385,0.222,0.722,0.5,0.035,0.0,0.0,11.3,3.6,1.9,0.4
1191,44,MIL,2010,Jerome Jordan,65.0,491.0,180.0,132.0,17.0,0.528,0.0,0.852,1.7,0.168,0.0,0.1,7.6,2.8,2.0,0.3
1192,45,MIN,2010,Paulão Prestes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,46,PHO,2010,Gani Lawal,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1194,47,MIL,2010,Tiny Gallon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,48,MIA,2010,Latavious Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,49,SAS,2010,Ryan Richards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,50,DAL,2010,Solomon Alabi,26.0,181.0,39.0,61.0,5.0,0.314,0.0,0.7,0.0,0.01,0.0,0.0,7.0,1.5,2.3,0.2
1198,51,OKC,2010,Magnum Rolle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,52,BOS,2010,Luke Harangody,70.0,871.0,253.0,196.0,36.0,0.376,0.241,0.737,0.9,0.048,0.0,0.0,12.4,3.6,2.8,0.5
1200,53,ATL,2010,Pape Sy,3.0,21.0,7.0,3.0,2.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.3,1.0,0.7
1201,54,LAC,2010,Willie Warren,19.0,134.0,37.0,12.0,27.0,0.371,0.333,0.75,0.2,0.065,0.0,0.0,7.1,1.9,0.6,1.4
1202,55,UTA,2010,Jeremy Evans,250.0,2626.0,879.0,641.0,107.0,0.569,0.231,0.687,8.2,0.15,0.9,1.9,10.5,3.5,2.6,0.4
1203,56,MIN,2010,Hamady N'Diaye,33.0,157.0,20.0,25.0,3.0,0.467,0.0,0.462,0.0,0.013,0.0,0.0,4.8,0.6,0.8,0.1
1204,57,IND,2010,Ryan Reid,5.0,17.0,8.0,2.0,0.0,0.8,0.0,0.0,0.1,0.142,0.0,0.0,3.4,1.6,0.4,0.0
1205,58,LAL,2010,Derrick Caracter,41.0,215.0,81.0,43.0,7.0,0.485,0.0,0.739,0.3,0.057,0.0,0.0,5.2,2.0,1.0,0.2
1206,59,ORL,2010,Stanley Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,60,PHO,2010,Dwayne Collins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,1,CLE,2011,Kyrie Irving,596.0,20220.0,13631.0,2279.0,3411.0,0.469,0.391,0.882,69.8,0.166,4.5,33.2,33.9,22.9,3.8,5.7
1209,2,MIN,2011,Derrick Williams,428.0,8864.0,3809.0,1693.0,293.0,0.434,0.3,0.71,14.1,0.076,0.0,0.8,20.7,8.9,4.0,0.7
1210,3,UTA,2011,Enes Freedom,748.0,16101.0,8349.0,5822.0,638.0,0.548,0.289,0.777,52.8,0.157,0.0,7.6,21.5,11.2,7.8,0.9
1211,4,CLE,2011,Tristan Thompson,707.0,19180.0,6462.0,6011.0,711.0,0.518,0.278,0.606,46.6,0.117,0.0,1.4,27.1,9.1,8.5,1.0
1212,5,TOR,2011,Jonas Valančiūnas,674.0,17559.0,8958.0,6338.0,771.0,0.563,0.366,0.784,65.4,0.179,1.1,13.7,26.1,13.3,9.4,1.1
1213,6,WAS,2011,Jan Veselý,162.0,2455.0,590.0,562.0,96.0,0.521,0.0,0.408,4.0,0.078,0.0,0.0,15.2,3.6,3.5,0.6
1214,7,SAC,2011,Bismack Biyombo,719.0,14521.0,3749.0,4423.0,433.0,0.53,0.0,0.565,29.0,0.096,0.0,0.0,20.2,5.2,6.2,0.6
1215,8,DET,2011,Brandon Knight,449.0,13191.0,6299.0,1384.0,1777.0,0.411,0.353,0.807,11.7,0.043,0.0,1.5,29.4,14.0,3.1,4.0
1216,9,CHA,2011,Kemba Walker,741.0,24666.0,14414.0,2815.0,3919.0,0.418,0.36,0.84,59.5,0.116,2.8,29.7,33.3,19.5,3.8,5.3
1217,10,MIL,2011,Jimmer Fredette,241.0,3213.0,1438.0,243.0,331.0,0.409,0.372,0.879,2.2,0.033,0.0,0.0,13.3,6.0,1.0,1.4
1218,11,GSW,2011,Klay Thompson,631.0,20744.0,12268.0,2190.0,1465.0,0.458,0.418,0.849,47.8,0.11,0.8,14.6,32.9,19.4,3.5,2.3
1219,12,UTA,2011,Alec Burks,602.0,13605.0,6339.0,2068.0,1179.0,0.418,0.375,0.799,23.9,0.084,0.0,4.6,22.6,10.5,3.4,2.0
1220,13,PHO,2011,Markieff Morris,708.0,17613.0,7770.0,3697.0,1144.0,0.446,0.341,0.777,27.0,0.073,0.0,2.8,24.9,11.0,5.2,1.6
1221,14,HOU,2011,Marcus Morris,700.0,18965.0,8674.0,3232.0,1050.0,0.436,0.379,0.768,35.9,0.091,0.0,7.2,27.1,12.4,4.6,1.5
1222,15,IND,2011,Kawhi Leonard,576.0,18025.0,11085.0,3689.0,1672.0,0.493,0.384,0.858,83.3,0.222,6.9,40.4,31.3,19.2,6.4,2.9
1223,16,PHI,2011,Nikola Vučević,720.0,22214.0,12210.0,7536.0,1990.0,0.494,0.351,0.756,58.5,0.126,2.3,24.2,30.9,17.0,10.5,2.8
1224,17,NYK,2011,Iman Shumpert,461.0,11470.0,3320.0,1534.0,845.0,0.391,0.337,0.764,12.9,0.054,0.0,0.9,24.9,7.2,3.3,1.8
1225,18,WAS,2011,Chris Singleton,148.0,2605.0,612.0,472.0,92.0,0.376,0.319,0.633,2.3,0.042,0.0,0.0,17.6,4.1,3.2,0.6
1226,19,CHA,2011,Tobias Harris,729.0,22807.0,11970.0,4523.0,1655.0,0.476,0.366,0.829,56.9,0.12,1.1,18.0,31.3,16.4,6.2,2.3
1227,20,MIN,2011,Donatas Motiejūnas,251.0,4566.0,1832.0,952.0,269.0,0.469,0.3,0.597,7.1,0.075,0.0,0.0,18.2,7.3,3.8,1.1
1228,21,POR,2011,Nolan Smith,84.0,829.0,277.0,83.0,97.0,0.371,0.26,0.714,0.0,0.0,0.0,0.0,9.9,3.3,1.0,1.2
1229,22,DEN,2011,Kenneth Faried,478.0,11728.0,5430.0,3884.0,470.0,0.546,0.222,0.654,38.8,0.159,0.5,7.5,24.5,11.4,8.1,1.0
1230,23,HOU,2011,Nikola Mirotić,319.0,7718.0,3910.0,1894.0,407.0,0.423,0.359,0.808,20.8,0.129,1.6,7.1,24.2,12.3,5.9,1.3
1231,24,OKC,2011,Reggie Jackson,685.0,17423.0,8864.0,2047.0,2920.0,0.425,0.345,0.854,33.7,0.093,0.2,9.4,25.4,12.9,3.0,4.3
1232,25,BOS,2011,MarShon Brooks,200.0,3456.0,1592.0,424.0,282.0,0.447,0.345,0.751,3.3,0.046,0.0,0.4,17.3,8.0,2.1,1.4
1233,26,DAL,2011,Jordan Hamilton,151.0,2100.0,890.0,429.0,127.0,0.408,0.357,0.67,3.0,0.069,0.0,1.0,13.9,5.9,2.8,0.8
1234,27,BRK,2011,JaJuan Johnson,36.0,298.0,114.0,58.0,6.0,0.446,0.0,0.667,0.2,0.032,0.0,0.0,8.3,3.2,1.6,0.2
1235,28,CHI,2011,Norris Cole,360.0,8018.0,2506.0,702.0,981.0,0.407,0.324,0.743,3.0,0.018,0.0,0.0,22.3,7.0,2.0,2.7
1236,29,SAS,2011,Cory Joseph,710.0,15708.0,5020.0,1828.0,2133.0,0.444,0.343,0.781,27.9,0.085,0.0,3.8,22.1,7.1,2.6,3.0
1237,30,CHI,2011,Jimmy Butler,673.0,22306.0,11873.0,3579.0,2764.0,0.459,0.321,0.842,91.5,0.197,4.7,37.6,33.1,17.6,5.3,4.1
1238,31,MIA,2011,Bojan Bogdanović,590.0,17122.0,8793.0,2133.0,921.0,0.457,0.392,0.863,32.0,0.09,0.0,4.5,29.0,14.9,3.6,1.6
1239,32,CLE,2011,Justin Harper,22.0,150.0,45.0,18.0,4.0,0.34,0.276,0.333,0.0,0.0,0.0,0.0,6.8,2.0,0.8,0.2
1240,33,DET,2011,Kyle Singler,356.0,7794.0,2326.0,1026.0,272.0,0.418,0.362,0.786,10.0,0.062,0.0,0.0,21.9,6.5,2.9,0.8
1241,34,WAS,2011,Shelvin Mack,456.0,8392.0,2997.0,894.0,1421.0,0.423,0.33,0.731,10.3,0.059,0.0,0.1,18.4,6.6,2.0,3.1
1242,35,SAC,2011,Tyler Honeycutt,24.0,120.0,28.0,24.0,9.0,0.314,0.2,0.714,0.0,0.0,0.0,0.0,5.0,1.2,1.0,0.4
1243,36,BRK,2011,Jordan Williams,43.0,635.0,197.0,156.0,11.0,0.507,0.0,0.652,1.3,0.101,0.0,0.0,14.8,4.6,3.6,0.3
1244,37,LAC,2011,Trey Thompkins,24.0,119.0,57.0,24.0,3.0,0.393,0.308,0.714,0.0,0.004,0.0,0.0,5.0,2.4,1.0,0.1
